transaction_id,customer_id,date,category,description,amount,direction,balance_after,is_anomaly
5c29b146-8,CUSTE2483D,2026-03-17,Shopping,ONLINE STORE CHECKOUT,334.57,debit,24252.9,False
4a8f26f2-7,CUSTE2483D,2026-03-18,Healthcare,CLINIC VISIT FEE,241.65,debit,24011.25,False
57d68c7e-c,CUSTE2483D,2026-03-19,Transportation,FUEL STATION PURCHASE,1022.72,debit,22988.53,False
46d41ff5-3,CUSTE2483D,2026-03-19,Entertainment,GAMING STORE PURCHASE,428.13,debit,22560.4,False
0745c8be-5,CUSTE2483D,2026-03-19,Shopping,AMAZON.EG ORDER,162.08,debit,22398.32,False
a5047aeb-e,CUSTE2483D,2026-03-19,Healthcare,LAB TEST PAYMENT,479.55,debit,21918.77,False
5c599053-9,CUSTE2483D,2026-03-20,Dining/Restaurants,MCDONALDS #344,232.2,debit,21686.57,False
2e580cd9-4,CUSTE2483D,2026-03-21,Savings Transfer,INTERNAL XFER - SAVINGS,80.44,debit,21606.13,False
ff901830-e,CUSTE2483D,2026-03-24,Groceries,POS PURCHASE - LOCAL MARKET,404.32,debit,21201.81,False
6ae322a6-b,CUSTE2483D,2026-03-24,Entertainment,GAMING STORE PURCHASE,308.17,debit,20893.64,False
24f31cfc-a,CUSTE2483D,2026-03-25,Dining/Restaurants,CAFE PURCHASE,50.56,debit,20843.08,False
67c06b0d-b,CUSTE2483D,2026-03-27,Groceries,SPINNEYS #651,1321.34,debit,19521.74,False
b8acb4e6-c,CUSTE2483D,2026-03-27,Healthcare,LAB TEST PAYMENT,474.16,debit,19047.58,False
bcd5f970-a,CUSTE2483D,2026-03-28,Transportation,CAREEM RIDE,24.15,debit,19023.43,False
59457b3d-f,CUSTE2483D,2026-03-28,Shopping,MALL PURCHASE - POS,200.44,debit,18822.99,False
20661d72-9,CUSTE2483D,2026-04-01,Salary,MONTHLY SALARY CREDIT,27700.0,credit,46522.99,False
3f7f541f-3,CUSTE2483D,2026-04-02,Transportation,UBER *TRIP 666,283.18,debit,46239.81,False
92629397-3,CUSTE2483D,2026-04-02,Entertainment,CINEMA TICKET PURCHASE,932.25,debit,45307.56,False
1500a4b6-8,CUSTE2483D,2026-04-03,Entertainment,GAMING STORE PURCHASE,623.33,debit,44684.23,False
8f90bfe3-f,CUSTE2483D,2026-04-04,Shopping,ONLINE STORE CHECKOUT,1528.92,debit,43155.31,False
8b160349-d,CUSTE2483D,2026-04-06,Dining/Restaurants,MCDONALDS #358,331.77,debit,42823.54,False
5b912d15-e,CUSTE2483D,2026-04-06,Healthcare,PHARMACY PURCHASE,150.49,debit,42673.05,False
cca8d31b-a,CUSTE2483D,2026-04-07,Groceries,POS PURCHASE - LOCAL MARKET,2185.66,debit,40487.39,False
7b1624db-8,CUSTE2483D,2026-04-08,Groceries,CARREFOUR HYPERMARKET,1226.85,debit,39260.54,False
e5119d97-c,CUSTE2483D,2026-04-08,Healthcare,PHARMACY PURCHASE,14.4,debit,39246.14,False
6e18bd3e-3,CUSTE2483D,2026-04-09,Healthcare,LAB TEST PAYMENT,384.55,debit,38861.59,False
bc2fcd80-f,CUSTE2483D,2026-04-09,Savings Transfer,TRANSFER TO SAVINGS ACCT,148.23,debit,38713.36,False
f2117872-4,CUSTE2483D,2026-04-11,Groceries,CARREFOUR HYPERMARKET,180.8,debit,38532.56,False
1c40aa56-e,CUSTE2483D,2026-04-12,Utilities,WATER CO. AUTOPAY,1383.22,debit,37149.34,False
32b1d563-1,CUSTE2483D,2026-04-12,Transportation,UBER *TRIP 409,567.29,debit,36582.05,False
45ed5881-2,CUSTE2483D,2026-04-13,Rent/Installment,Monthly Rent Transfer,8114.92,debit,28467.13,False
5054f2c9-c,CUSTE2483D,2026-04-16,Dining/Restaurants,POS - LOCAL RESTAURANT,447.14,debit,28019.99,False
d54fdd4b-0,CUSTE2483D,2026-04-17,Subscriptions,SPOTIFY AB,609.16,debit,27410.83,False
466916d2-e,CUSTE2483D,2026-04-18,Savings Transfer,TRANSFER TO SAVINGS ACCT,5.0,debit,27405.83,False
e18a14e4-c,CUSTE2483D,2026-04-19,Savings Transfer,TRANSFER TO SAVINGS ACCT,125.93,debit,27279.9,False
eaa18381-2,CUSTE2483D,2026-04-20,Shopping,ONLINE STORE CHECKOUT,9.36,debit,27270.54,False
441c35c6-5,CUSTE2483D,2026-04-22,Savings Transfer,TRANSFER TO SAVINGS ACCT,229.66,debit,27040.88,False
1d440a26-1,CUSTE2483D,2026-04-23,Transportation,FUEL STATION PURCHASE,1027.13,debit,26013.75,False
1ae04b35-9,CUSTE2483D,2026-04-23,Transportation,UBER *TRIP 753,37.32,debit,25976.43,False
b597c5aa-d,CUSTE2483D,2026-04-23,Healthcare,LAB TEST PAYMENT,328.51,debit,25647.92,False
2e1935d0-8,CUSTE2483D,2026-04-25,Groceries,POS PURCHASE - LOCAL MARKET,407.86,debit,25240.06,False
31c5e557-8,CUSTE2483D,2026-04-25,Healthcare,PHARMACY PURCHASE,385.98,debit,24854.08,False
e1e14087-7,CUSTE2483D,2026-05-01,Salary,MONTHLY SALARY CREDIT,27700.0,credit,52554.08,False
c6dd5fe0-1,CUSTE2483D,2026-05-01,Shopping,ONLINE STORE CHECKOUT,512.92,debit,52041.16,False
b4e3f3a3-9,CUSTE2483D,2026-05-01,Shopping,ONLINE STORE CHECKOUT,248.82,debit,51792.34,False
5e3d0a40-0,CUSTE2483D,2026-05-02,Groceries,SPINNEYS #852,319.23,debit,51473.11,False
c0cafa47-c,CUSTE2483D,2026-05-02,Dining/Restaurants,POS - LOCAL RESTAURANT,318.37,debit,51154.74,False
398d54b7-6,CUSTE2483D,2026-05-05,Subscriptions,SPOTIFY AB,663.56,debit,50491.18,False
b07e1b80-f,CUSTE2483D,2026-05-05,Healthcare,PHARMACY PURCHASE,13.57,debit,50477.61,False
8040a89f-c,CUSTE2483D,2026-05-07,Entertainment,GAMING STORE PURCHASE,619.19,debit,49858.42,False
edb25d5d-1,CUSTE2483D,2026-05-07,Healthcare,LAB TEST PAYMENT,74.86,debit,49783.56,False
895247d5-b,CUSTE2483D,2026-05-08,Groceries,POS PURCHASE - LOCAL MARKET,26.5,debit,49757.06,False
19ba377e-6,CUSTE2483D,2026-05-08,Shopping,AMAZON.EG ORDER,107.33,debit,49649.73,False
8fb13e13-9,CUSTE2483D,2026-05-09,Transportation,UBER *TRIP 699,907.61,debit,48742.12,False
2424b7a6-5,CUSTE2483D,2026-05-09,Dining/Restaurants,POS - LOCAL RESTAURANT,268.02,debit,48474.1,False
79665930-2,CUSTE2483D,2026-05-10,Dining/Restaurants,CAFE PURCHASE,288.57,debit,48185.53,False
b376d4a2-3,CUSTE2483D,2026-05-11,Healthcare,LAB TEST PAYMENT,682.93,debit,47502.6,False
6ad8c090-4,CUSTE2483D,2026-05-12,Transportation,CAREEM RIDE,672.25,debit,46830.35,False
5c6f95fd-c,CUSTE2483D,2026-05-15,Utilities,ELECTRICITY BILL PMT,1452.13,debit,45378.22,False
83d3ed76-a,CUSTE2483D,2026-05-15,Shopping,ONLINE STORE CHECKOUT,302.06,debit,45076.16,False
66cb2354-d,CUSTE2483D,2026-05-15,Healthcare,LAB TEST PAYMENT,548.31,debit,44527.85,False
0932c7b2-7,CUSTE2483D,2026-05-16,Savings Transfer,INTERNAL XFER - SAVINGS,42.71,debit,44485.14,False
93e2ea61-7,CUSTE2483D,2026-05-18,Entertainment,NETFLIX PPV CHARGE,1189.52,debit,43295.62,False
da2a54ba-4,CUSTE2483D,2026-05-19,Groceries,CARREFOUR HYPERMARKET,1754.85,debit,41540.77,False
6ad7cbe6-c,CUSTE2483D,2026-05-20,Rent/Installment,Monthly Rent Transfer,8958.52,debit,32582.25,False
49158e23-7,CUSTE2483D,2026-05-20,Groceries,SPINNEYS #126,1640.36,debit,30941.89,False
c9287118-5,CUSTE2483D,2026-05-21,Transportation,CAREEM RIDE,349.17,debit,30592.72,False
c310679b-9,CUSTE2483D,2026-05-23,Shopping,AMAZON.EG ORDER,312.76,debit,30279.96,False
d806d0db-b,CUSTE2483D,2026-05-25,Savings Transfer,INTERNAL XFER - SAVINGS,94.76,debit,30185.2,False
cdd2827d-5,CUSTE2483D,2026-05-27,Groceries,SPINNEYS #690,227.48,debit,29957.72,False
132cb010-5,CUSTE2483D,2026-05-28,Savings Transfer,TRANSFER TO SAVINGS ACCT,309.53,debit,29648.19,False
ac626975-1,CUSTE2483D,2026-05-28,Savings Transfer,TRANSFER TO SAVINGS ACCT,86.75,debit,29561.44,False
3cf14ac1-2,CUSTE2483D,2026-06-01,Healthcare,LAB TEST PAYMENT,5.0,debit,29556.44,False
416819dc-0,CUSTE2483D,2026-06-03,Salary,MONTHLY SALARY CREDIT,27700.0,credit,57256.44,False
bfe861ee-6,CUSTE2483D,2026-06-03,Subscriptions,SPOTIFY AB,650.52,debit,56605.92,False
9dec1b34-0,CUSTE2483D,2026-06-04,Dining/Restaurants,CAFE PURCHASE,92.96,debit,56512.96,False
ed3068c4-1,CUSTE2483D,2026-06-05,Entertainment,CINEMA TICKET PURCHASE,1250.28,debit,55262.68,False
74175183-c,CUSTE2483D,2026-06-06,Entertainment,CINEMA TICKET PURCHASE,160.96,debit,55101.72,False
98899ac4-8,CUSTE2483D,2026-06-08,Dining/Restaurants,CAFE PURCHASE,114.67,debit,54987.05,False
5584612f-f,CUSTE2483D,2026-06-08,Dining/Restaurants,CAFE PURCHASE,215.25,debit,54771.8,False
2c96641f-7,CUSTE2483D,2026-06-08,Shopping,MALL PURCHASE - POS,754.55,debit,54017.25,False
8abe2685-6,CUSTE2483D,2026-06-09,Transportation,CAREEM RIDE,134.66,debit,53882.59,False
c75495f8-3,CUSTE2483D,2026-06-10,Entertainment,NETFLIX PPV CHARGE,76.65,debit,53805.94,False
8c25e9db-8,CUSTE2483D,2026-06-10,Healthcare,LAB TEST PAYMENT,295.21,debit,53510.73,False
f0d2961d-0,CUSTE2483D,2026-06-13,Transportation,FUEL STATION PURCHASE,1271.78,debit,52238.95,False
923459c0-d,CUSTE2483D,2026-06-13,Healthcare,LAB TEST PAYMENT,195.62,debit,52043.33,False
520fb0ce-6,CUSTE2483D,2026-06-15,Groceries,CARREFOUR HYPERMARKET,2206.31,debit,49837.02,False
b548cd33-a,CUSTE2483D,2026-06-15,Shopping,MALL PURCHASE - POS,129.62,debit,49707.4,False
96565560-a,CUSTE2483D,2026-06-17,Groceries,POS PURCHASE - LOCAL MARKET,161.84,debit,49545.56,False
275c6191-5,CUSTE2483D,2026-06-18,Dining/Restaurants,MCDONALDS #732,402.98,debit,49142.58,False
1ea307d5-a,CUSTE2483D,2026-06-19,Entertainment,GAMING STORE PURCHASE,178.8,debit,48963.78,False
52b19f80-0,CUSTE2483D,2026-06-23,Utilities,WATER CO. AUTOPAY,1404.85,debit,47558.93,False
c860c1cf-e,CUSTE2483D,2026-06-24,Savings Transfer,INTERNAL XFER - SAVINGS,536.39,debit,47022.54,False
db9f717d-2,CUSTE2483D,2026-06-25,Savings Transfer,TRANSFER TO SAVINGS ACCT,52.65,debit,46969.89,False
d001461f-d,CUSTE2483D,2026-06-26,Shopping,MALL PURCHASE - POS,632.01,debit,46337.88,False
7fcf0e5f-a,CUSTE2483D,2026-06-27,Healthcare,LAB TEST PAYMENT,390.78,debit,45947.1,False
45b613ba-b,CUSTE2483D,2026-06-28,Rent/Installment,Home Loan Installment - AUTOPAY,8265.12,debit,37681.98,False
6e7e9998-1,CUSTE2483D,2026-06-28,Groceries,SPINNEYS #202,2003.63,debit,35678.35,False
700d54b2-a,CUSTE2483D,2026-06-28,Transportation,FUEL STATION PURCHASE,393.17,debit,35285.18,False
63b22cc3-3,CUSTE2483D,2026-06-28,Healthcare,CLINIC VISIT FEE,382.01,debit,34903.17,False
37bc7c73-5,CUST246E67,2026-01-01,Shopping,AMAZON.EG ORDER,46.71,debit,4800.35,False
fe4f3a15-6,CUST246E67,2026-01-02,Salary,MONTHLY SALARY CREDIT,31000.0,credit,35800.35,False
6cd7308b-a,CUST246E67,2026-01-02,Dining/Restaurants,MCDONALDS #411,871.62,debit,34928.73,False
8045643b-8,CUST246E67,2026-01-03,Rent/Installment,Home Loan Installment - ONLINE,7707.7,debit,27221.03,False
16ce668a-9,CUST246E67,2026-01-04,Transportation,CAREEM RIDE,206.28,debit,27014.75,False
3b78fbee-8,CUST246E67,2026-01-04,Dining/Restaurants,MCDONALDS #340,106.45,debit,26908.3,False
d56a123d-3,CUST246E67,2026-01-05,Subscriptions,GYM MEMBERSHIP AUTOPAY,317.29,debit,26591.01,False
bb4a6672-4,CUST246E67,2026-01-05,Savings Transfer,TRANSFER TO SAVINGS ACCT,16.2,debit,26574.81,False
dabbda7a-1,CUST246E67,2026-01-07,Utilities,ELECTRICITY BILL PMT,1605.1,debit,24969.71,False
ac2f9698-c,CUST246E67,2026-01-07,Shopping,ONLINE STORE CHECKOUT,913.54,debit,24056.17,False
ef0c97c8-6,CUST246E67,2026-01-08,Healthcare,CLINIC VISIT FEE,805.0,debit,23251.17,False
f53cbf73-8,CUST246E67,2026-01-09,Groceries,SPINNEYS #925,2366.29,debit,20884.88,False
9297a9a2-a,CUST246E67,2026-01-09,Savings Transfer,TRANSFER TO SAVINGS ACCT,19.69,debit,20865.19,False
763b146b-4,CUST246E67,2026-01-13,Transportation,FUEL STATION PURCHASE,297.23,debit,20567.96,False
05071076-a,CUST246E67,2026-01-13,Shopping,MALL PURCHASE - POS,756.07,debit,19811.89,False
d964dab2-a,CUST246E67,2026-01-14,Entertainment,GAMING STORE PURCHASE,120.87,debit,19691.02,False
8303d8d0-5,CUST246E67,2026-01-15,Groceries,CARREFOUR HYPERMARKET,370.04,debit,19320.98,False
57069ade-b,CUST246E67,2026-01-15,Entertainment,CINEMA TICKET PURCHASE,36.16,debit,19284.82,False
039de28f-3,CUST246E67,2026-01-19,Entertainment,GAMING STORE PURCHASE,265.07,debit,19019.75,False
32f235c5-8,CUST246E67,2026-01-19,Savings Transfer,INTERNAL XFER - SAVINGS,111.52,debit,18908.23,False
879fa1c7-c,CUST246E67,2026-01-20,Entertainment,NETFLIX PPV CHARGE,111.66,debit,18796.57,False
77e1d8c5-0,CUST246E67,2026-01-21,Dining/Restaurants,POS - LOCAL RESTAURANT,198.66,debit,18597.91,False
00d414e0-1,CUST246E67,2026-01-22,Transportation,UBER *TRIP 582,1382.99,debit,17214.92,False
e765372a-1,CUST246E67,2026-01-23,Entertainment,NETFLIX PPV CHARGE,180.68,debit,17034.24,False
959fa00c-a,CUST246E67,2026-01-24,Groceries,SPINNEYS #923,1335.57,debit,15698.67,False
ed9ee47e-8,CUST246E67,2026-01-24,Transportation,FUEL STATION PURCHASE,397.83,debit,15300.84,False
135c9fb3-1,CUST246E67,2026-01-26,Healthcare,LAB TEST PAYMENT,311.18,debit,14989.66,False
a41bf02c-e,CUST246E67,2026-01-27,Dining/Restaurants,POS - LOCAL RESTAURANT,79.41,debit,14910.25,False
f3f03cf7-b,CUST246E67,2026-01-28,Groceries,POS PURCHASE - LOCAL MARKET,385.63,debit,14524.62,False
30808ccc-e,CUST246E67,2026-01-28,Shopping,MALL PURCHASE - POS,391.64,debit,14132.98,False
70ca3e82-c,CUST246E67,2026-01-28,Healthcare,PHARMACY PURCHASE,256.65,debit,13876.33,False
6e37ac38-a,CUST246E67,2026-02-02,Salary,MONTHLY SALARY CREDIT,31000.0,credit,44876.33,False
cca3684b-7,CUST246E67,2026-02-03,Transportation,CAREEM RIDE,247.46,debit,44628.87,False
a2fff0cc-2,CUST246E67,2026-02-03,Transportation,UBER *TRIP 381,729.6,debit,43899.27,False
e0e9e780-c,CUST246E67,2026-02-03,Entertainment,NETFLIX PPV CHARGE,64.27,debit,43835.0,False
3ff30d8a-f,CUST246E67,2026-02-05,Savings Transfer,INTERNAL XFER - SAVINGS,26.35,debit,43808.65,False
c2d3ba36-9,CUST246E67,2026-02-09,Entertainment,NETFLIX PPV CHARGE,233.07,debit,43575.58,False
3c048415-3,CUST246E67,2026-02-10,Transportation,CAREEM RIDE,659.2,debit,42916.38,False
a796ee11-1,CUST246E67,2026-02-11,Transportation,CAREEM RIDE,616.21,debit,42300.17,False
1e844f7c-7,CUST246E67,2026-02-12,Subscriptions,NETFLIX.COM SUBSCRIPTION,341.16,debit,41959.01,False
767eabc4-1,CUST246E67,2026-02-14,Dining/Restaurants,POS - LOCAL RESTAURANT,178.07,debit,41780.94,False
c32c9f66-4,CUST246E67,2026-02-15,Groceries,POS PURCHASE - LOCAL MARKET,1131.56,debit,40649.38,False
63d0771f-e,CUST246E67,2026-02-15,Savings Transfer,INTERNAL XFER - SAVINGS,11.4,debit,40637.98,False
9f49223b-c,CUST246E67,2026-02-16,Entertainment,CINEMA TICKET PURCHASE,5.0,debit,40632.98,False
fd66a235-c,CUST246E67,2026-02-17,Utilities,Internet Bill - AUTOPAY,1723.47,debit,38909.51,False
a24d9a92-e,CUST246E67,2026-02-17,Savings Transfer,TRANSFER TO SAVINGS ACCT,82.86,debit,38826.65,False
c20bac57-6,CUST246E67,2026-02-18,Entertainment,CINEMA TICKET PURCHASE,201.65,debit,38625.0,False
435b3b86-c,CUST246E67,2026-02-21,Transportation,FUEL STATION PURCHASE,39.63,debit,38585.37,False
ad14590b-1,CUST246E67,2026-02-21,Dining/Restaurants,CAFE PURCHASE,1031.61,debit,37553.76,False
4d270b2f-9,CUST246E67,2026-02-21,Healthcare,LAB TEST PAYMENT,580.01,debit,36973.75,False
498933ee-2,CUST246E67,2026-02-22,Healthcare,LAB TEST PAYMENT,187.7,debit,36786.05,False
1ed5558e-f,CUST246E67,2026-02-24,Rent/Installment,ACH DEBIT - RENT PAYMENT,7403.84,debit,29382.21,False
b16e2f1c-8,CUST246E67,2026-02-24,Entertainment,NETFLIX PPV CHARGE,246.77,debit,29135.44,False
c8a289e6-7,CUST246E67,2026-02-24,Savings Transfer,TRANSFER TO SAVINGS ACCT,24.63,debit,29110.81,False
f28b08ec-8,CUST246E67,2026-02-25,Healthcare,CLINIC VISIT FEE,131.37,debit,28979.44,False
c126488e-e,CUST246E67,2026-02-25,Healthcare,LAB TEST PAYMENT,173.97,debit,28805.47,False
8b88b949-4,CUST246E67,2026-02-26,Healthcare,CLINIC VISIT FEE,140.84,debit,28664.63,False
11bd0dc0-3,CUST246E67,2026-02-28,Groceries,POS PURCHASE - LOCAL MARKET,3017.03,debit,25647.6,False
1341606b-b,CUST246E67,2026-02-28,Shopping,ONLINE STORE CHECKOUT,953.01,debit,24694.59,False
d622811f-2,CUST246E67,2026-02-28,Shopping,ONLINE STORE CHECKOUT,1366.84,debit,23327.75,False
6a7cfe85-f,CUST246E67,2026-03-01,Dining/Restaurants,MCDONALDS #408,466.33,debit,22861.42,False
0693d227-3,CUST246E67,2026-03-02,Salary,MONTHLY SALARY CREDIT,31000.0,credit,53861.42,False
3e016f3f-3,CUST246E67,2026-03-02,Entertainment,NETFLIX PPV CHARGE,92.47,debit,53768.95,False
